pdb	chain	pLDDT_before	pLDDT_after	tm_score_before	tm_score_after	lddt_before	lddt_after
8w8w	B	88.82		0.21691		0.9245578877785823	
8w8x	B	88.82		0.90159		0.921145174196868	
8w8y	B	88.82		0.21314		0.9221507373105555	
9b5y	A	83.09		0.28426		0.669553871953991	
9dpc	D	68.02	68.02	0.8589	0.8589	0.6830737921110012	0.6830737921110012
9dru	A	45.59	49.37	0.53034	0.52495	0.4595276977299229	0.49854351694026044
9ds1	A	46.96	48.45	0.53676	0.51503	0.4768908820627498	0.47072660229619184
9fr3	A						
9fr4	B	27.91	37.78	0.30371	0.26261	0.2951124362484222	0.3026637422628206
9h1f	A	83.75		0.95399		0.9232160168731237	
9j3j	A	87.86		0.6411		0.8198151762383508	
9j3l	A	87.57		0.95341		0.907027127119089	
9j3m	A	87.68		0.89845		0.8598138769925481	
9j3n	A	95.28		0.93447		0.9008316188952809	
9j3o	A	85.97		0.6693		0.7635664845665522	
9jhj	A	77.81		0.28307		0.7646346524366378	
9l6c	E	26.66	33.56	0.22427	0.22906	0.27253560229940726	0.2796127288313747
9mer	B	60.65	60.65	0.77436	0.77436	0.6349154198848905	0.6349154198848905
9mev	B	64.32	67.32	0.77677	0.81629	0.6425466072669773	0.7209253012439872
9myl	C	32.5	50.0	0.25107	0.49808	0.30524437849432534	0.4627918342509666
8rmx	D	91.03		0.97102		0.9615041825005791	
8rmy	D	90.92		0.96531		0.9576565226979326	
8u1p	A	46.71	60.55	0.47018	0.57528	0.4615985409938268	0.5280317680921786
8yk4	C	27.55	40.94	0.31557	0.30069	0.29675571169054066	0.32392274926810116
8ykg	C						
8ykh	B	27.56	42.04	0.30223	0.34348	0.3095474035648203	0.3480186025233129
8ykt	A	29.98	47.15	0.26176	0.49518	0.2923381474974819	0.43537303020411033
8yw6	B	85.52		0.61727		0.8538414718838643	
8yw8	B	85.52		0.69958		0.8903598073698361	
8yw9	A	90.71		0.85339		0.9284715477122775	
9azr	E	62.97	62.97	0.76433	0.76433	0.6400117362027495	0.6400117362027495
9azt	E	62.58	62.58	0.78131	0.78131	0.6457301884812203	0.6457301884812203
9azv	E	62.58	62.58	0.78115	0.78115	0.6412298903630171	0.6412298903630171
9bjg	A	37.02	40.19	0.38966	0.33624	0.4069973473255594	0.37142968411883903
9bjh	A	37.39	39.31	0.37448	0.40709	0.406822440856522	0.40936507875188216
9bll	T	28.51	35.28	0.29681	0.28326	0.25801955203842336	0.2587148314217891
9cci	A	30.64	34.7	0.28207	0.28988	0.3262025527756185	0.3173952151114119
9ccj	A	29.42	32.48	0.24361	0.26111	0.2239859481249012	0.22067682252409296
9dry	A	94.16		0.92167		0.8837765095676174	
9goe	A						
9h4r	A	81.38		0.87397		0.8640558060492749	
9h4s	A	77.23		0.7983		0.8064487272890417	
9ihc	B	84.45		0.94992		0.9181766367353789	
9j66	A	27.41	38.0	0.30592	0.28923	0.2808642931583944	0.2668503223430767
9knw	B	85.52		0.61883		0.8544876671848131	
9knx	B	85.52		0.67185		0.8402708390222395	
9kny	B	85.52		0.61883		0.8544876671848131	
9l3z	A	86.79		0.84402		0.7225803747471679	
9mnx	F	75.87		0.36553		0.8076337592532179	
9ii2	R						
8ror	1						
9b65	A	76.69		0.76365		0.7747262917751131	
9bj2	A	27.6	34.03	0.31194	0.23932	0.23740734990567072	0.23852595778359975
9bj3	A						
9bj4	A						
9fzq	A	84.52		0.90325		0.862318709671335	
9ii3	R	93.02		0.84652		0.8283200399083092	
9j82	A	87.57		0.82026		0.8746035480946468	
9j83	A	87.6		0.93771		0.8912689809928126	
9mny	F	85.54		0.39429		0.872946705108412	
9mnz	F	84.69		0.36197		0.8630146882124984	
8jsr	A	87.17		0.27558		0.799478198092559	
8tii	A	68.66	72.18	0.86642	0.88238	0.7365793318060114	0.7514172900481552
8tmc	A	87.91		0.9437		0.920335893189523	
8tmg	C	88.07		0.87642		0.9032959278085619	
8tmh	C	88.23		0.8661		0.9021146426425436	
8tmi	C	88.07		0.80515		0.87676126007964	
8tmj	C	88.18		0.871		0.8920205348420754	
8tmk	C	88.23		0.86999		0.9041928011339021	
8tml	C	88.18		0.87262		0.8962754726570221	
8tmm	C	88.07		0.80149		0.8434145130316825	
8tq5	A	89.4		0.96698		0.962191441745648	
8tq6	A	89.3		0.96117		0.9444276717357973	
8ya0	Y	55.54		0.28642		0.777726340498212	
8ybz	C						
8z7j	A	78.64		0.78904		0.7781348063058405	
8zf9	A	77.39		0.7992		0.8073647871045959	
9ban	A	47.39	67.12	0.35279	0.25209	0.5317249624700411	0.4079500080528552
9bao	A	56.1	64.22	0.32571	0.36907	0.6261411096766144	0.5554814725500912
9e76	E	88.32		0.35706		0.9187637144698616	
9e7l	C	79.14		0.3505		0.8898106652258754	
9mxi	G	81.11		0.91972		0.9028623631143433	
8tq4	E	87.96		0.94216		0.9150867459048954	
9b9j	A	85.36		0.96595		0.9042083035610918	
8kdd	A	81.97		0.92847		0.8780599110962636	
8kdg	A	81.97		0.92737		0.8789378538525353	
8kdi	A	81.97		0.91833		0.8723481663919245	
8qv5	A	87.59		0.979		0.9141211848620803	
8qv6	A	88.34		0.97865		0.9137875153247526	
8rwb	P	82.69		0.9263		0.8507299687767346	
8til	R	69.56	69.56	0.2555	0.2555	0.3666666666666666	0.3666666666666666
8tin	A	64.66	66.2	0.47211	0.44417	0.6337232681068058	0.6279021760899595
8tio	A	72.18	73.65	0.7914	0.8887	0.7096499165594701	0.7491337865917284
8tmb	A	88.29		0.92329		0.887264943439071	
8tmd	A	88.18		0.80335		0.9130198896095026	
8tme	A	88.18		0.80654		0.9110388418360034	
8tmf	A	88.07		0.79364		0.896638613176426	
8tmn	A	88.07		0.81094		0.9071439908284347	
8tmo	A	88.07		0.79696		0.8990616575104001	
8tmp	A	88.18		0.80134		0.9002878345371818	
8tmq	A	88.07		0.79866		0.8971946109046848	
8utd	A	78.71		0.30442		0.746323965481429	
8uuj	A	81.26		0.80657		0.8085209338670377	
8v13	T	85.51		0.9186		0.9279404865790909	
8vj9	R	69.56	69.56	0.24259	0.24259	0.3666666666666666	0.3666666666666666
8vkx	A	28.26	29.85	0.25576	0.36535	0.23079300194470787	0.28612076851305857
8vqf	C	87.71		0.96805		0.9280858240472124	
8w5d	c	41.42	44.4	0.50208	0.29872	0.5990987946076922	0.44932790417156115
8w5e	c	41.42	54.03	0.51316	0.26927	0.5929153288532615	0.3993621016098865
8w5f	c	42.82	46.53	0.51064	0.41747	0.5494645015268615	0.5405786129903187
8w5g	A	42.82	48.2	0.52891	0.45431	0.555801909113906	0.5576254699730825
8w5h	A	42.38	49.53	0.42487	0.41781	0.5220601824586878	0.5440773889997803
8w5i	A	42.38	53.64	0.42153	0.38613	0.5371153051062022	0.5386335833206336
8w5l	A	42.38	46.66	0.42155	0.44686	0.5187077433992148	0.5375425128656648
8w5m	A	42.82	46.62	0.52512	0.45751	0.5575365086662409	0.5578065199006189
8w5n	A	42.38	49.7	0.42159	0.45217	0.5189061740656196	0.5389778957104848
8w5o	b	42.38	49.2	0.42401	0.472	0.5354155029914137	0.5654035967605636
8w5p	C	41.85	49.11	0.37166	0.33699	0.5091155927016279	0.5524857761321933
8w5q	C	41.85	48.04	0.36803	0.31725	0.5167098461558854	0.5193268125101511
8w5r	A	40.53	46.9	0.50441	0.43114	0.5851190156738388	0.5384281590749779
8w5t	A	41.18	46.39	0.50376	0.45097	0.5675402555790166	0.540545695544196
8w5u	C	41.8	51.66	0.40982	0.31165	0.5330452317550876	0.5593367581512491
8w5v	C	40.71	48.16	0.45419	0.2702	0.5227879037089515	0.4363933123317556
8w5w	A	41.64	44.37	0.39141	0.3543	0.5370612376533158	0.5246045396683795
8x9t	A	74.65	76.47	0.78787	0.82654	0.7809612171121926	0.7858491149197828
8xlk	A						
8xqe	A	79.74		0.79155		0.74910339856852	
8xqf	A	77.19		0.79892		0.7601053068729903	
8xqj	C	84.52		0.97248		0.9298512533111043	
8xsd	C						
8xxz	A	73.44	76.0	0.77013	0.77154	0.7794148811301255	0.7796236321031433
8y01	A	86.34		0.81184		0.8088074442923154	
8y3h	A	73.94		0.55562		0.6783940280844918	
8y3i	A	73.94		0.55629		0.6778098086774375	
8y3k	A	73.07		0.54666		0.682674551587526	
8y51	A	78.23		0.80191		0.8015967385998998	
8y62	A	77.81		0.80465		0.7621298134802768	
8y9s	A	85.6		0.89159		0.8539409874071	
8y9t	A	80.52		0.79938		0.7826295617618554	
8y9u	A	82.71		0.8273		0.857385258167852	
8y9z	Y	54.89		0.3008		0.7856183910463356	
8ya2	A	82.59		0.83275		0.8301771117148443	
8yat	A	95.68		0.98869		0.966595494814732	
8yby	B						
8yef	H	26.23		0.22147		0.23758610004750308	
8ygt	A	76.46		0.31926		0.5042087542087542	
8ygu	A	73.1	73.87	0.15934	0.16667	0.4133082195582195	0.42212394087394084
8yor	E	93.89		0.9581		0.9888966572184495	
8z4e	A	62.27	68.73	0.84571	0.85144	0.6766847694277358	0.6915359754006628
8z6q	A						
8z6r	A						
8z6s	A						
8z6t	A	27.7	31.57	0.23178	0.28646	0.25796793701628956	0.2858298335353062
8z6u	C						
8z6w	C						
8z6x	A	28.06	37.77	0.25453	0.22976	0.2581349442191979	0.2415655231713631
8z74	C	84.69		0.96982		0.9149328682682631	
8z86	A	27.04	32.03	0.26165	0.25156	0.2674339373621411	0.2776465155517397
8z95	A	90.01		0.90795		0.9425777288114133	
8zd1	A	77.19		0.79831		0.8078784606935002	
8zf6	A	77.39		0.79494		0.8006383968347592	
8zfa	A	77.39		0.79729		0.8000448936226535	
8zfc	A	76.74		0.80165		0.8083927542466625	
8zfz	B	87.98		0.90725		0.8679562661346981	
8zjg	B	88.69		0.22776		0.9047655109824677	
8znz	A	90.76		0.67659		0.851656341597197	
8zpn	R	84.8		0.93248		0.842378123693492	
9aru	A						
9aug	A	25.65		0.20561		0.21744545567046725	
9auh	A	25.65		0.20167		0.21852293823528168	
9aui	A	25.65		0.20965		0.21630832609973855	
9avo	A	90.18		0.93083		0.8758028329547648	
9awe	A	93.41		0.94545		0.8759607908099573	
9b9k	A	78.91		0.8811		0.8046742825115144	
9bdh	C	90.28		0.97272		0.9206789211056011	
9bdi	B	90.93		0.96766		0.9335491283001144	
9bhl	A	83.41		0.77939		0.7659199694232418	
9bhm	A	82.97		0.2837		0.7515553400571322	
9c0v	A	51.95	52.0	0.56869	0.57044	0.514948475105113	0.4694960937840316
9cqa	A	79.92		0.62559		0.7949688620707601	
9cqb	D	79.9		0.54193		0.6283170138870539	
9cqd	T	74.21	76.8	0.45385	0.48066	0.8224695188263973	0.8456198030954056
9crs	B	83.57		0.91979		0.8929282191214938	
9ct0	B	84.64		0.92802		0.894715712627164	
9ctj	B	84.38		0.94248		0.9060218013024013	
9ctp	B	84.78		0.93964		0.9044319860916383	
9ctv	B	84.8		0.94434		0.915224438671806	
9cx7	B	85.11		0.95231		0.9167796449628635	
9cxb	B	84.71		0.95073		0.9200544176241816	
9cxc	B	85.11		0.95166		0.9170339830944383	
9cxd	B	83.97		0.92383		0.890387636188948	
9d6f	D	79.92		0.83546		0.6865072421543472	
9dm0	A	44.96	48.27	0.53291	0.52388	0.4564926205297377	0.45516988791857854
9dng	A	78.84		0.87399		0.8000830939482364	
9dnm	A	77.26		0.86092		0.7852521971969114	
9dq3	C	61.11	66.35	0.7716	0.78054	0.7388246317620645	0.7503031197884571
9dq4	A	76.65		0.90873		0.8473370493189715	
9dq5	C						
9drx	B	86.1		0.93838		0.9105159600401466	
9dvq	A	78.63		0.95584		0.853279798991426	
9dvr	A	78.63		0.95514		0.8505070753467637	
9egn	A	93.12		0.89525		0.963789496956514	
9eiu	A	93.12		0.89103		0.9639099618091214	
9fy8	A						
9g6q	H	91.06		0.952		0.9184326843872112	
9g6r	H	87.47		0.66804		0.918488602384935	
9g6s	H						
9g95	A	82.05		0.75405		0.8562717393182872	
9g97	A	82.05		0.75479		0.8554767803134714	
9g9m	A	82.21		0.77935		0.8666911460890653	
9g9n	A	84.02		0.95813		0.9103637761969645	
9g9o	A	90.19		0.78552		0.862286383591492	
9g9p	A	82.68		0.96465		0.9134982417646554	
9gox	A	85.21		0.9556		0.8967308901601925	
9goy	A	82.64		0.93996		0.8856145410754612	
9ind	B	82.56		0.32272		0.873836873037394	
9iv1	B	88.82		0.90087		0.90470142242191	
9j1p	A	78.69		0.80253		0.8073679981757802	
9j31	B	88.38		0.90394		0.9203243281282827	
9jnn	A						
9js4	C	26.29	29.99	0.33895	0.29466	0.27028355163258266	0.2853451495507822
9jvg	A	77.39		0.79509		0.7931184255594431	
9k26	C	84.66		0.29929		0.8064408342945177	
9k27	B	88.32		0.21917		0.9228796460602188	
9kt3	A						
9lae	G	26.1	31.23	0.27152	0.28623	0.2538424689299115	0.27504977709504885
9ljj	A	87.19		0.95196		0.8450364397453441	
9mi6	A	84.83		0.96838		0.9202874762781699	
9cq4	F	76.46		0.24904		0.8887552845361415	
9cq7	D	83.67		0.79925		0.8271620194427725	
9cq8	A	86.03		0.85416		0.8604896134796096	
9cql	E	86.03		0.84129		0.8708995007196956	
8jzp	B	76.4		0.35314		0.8082195832864627	
8rl5	A	85.79		0.71183		0.8347630213236971	
8rl7	A	88.18		0.97539		0.9211605403625319	
8rl9	B	38.17	64.4	0.5613	0.30959	0.38921306360395597	0.2986459550302403
8rla	A	86.33		0.70543		0.8681464164099946	
8rlb	B	38.17	63.01	0.56041	0.3175	0.3935666467314218	0.30005471605609313
8rlc	B	32.89	63.03	0.39688	0.28951	0.3305932547105134	0.2827174245512721
8rle	B	36.57	63.73	0.5656	0.28123	0.38835192709878075	0.2918220478854372
8vvf	C	88.74		0.22629		0.8968449474161979	
8w3r	F	55.64		0.61053		0.5630073270005078	
8xs1	A	66.03	76.31	0.36952	0.54364	0.7494047619047619	0.8517857142857144
8xt9	C	83.86		0.59179		0.8369294544750943	
8xum	A	84.06		0.5987		0.8456812615935898	
8xx3	A	73.44	77.35	0.13333	0.13105	0.7876934675469257	0.7830584518395027
8xx6	A	73.44	76.09	0.32079	0.29361	0.7877790480730773	0.7855168359116252
8xxh	A	73.44	76.43	0.77553	0.77658	0.7876230177728039	0.7850204317805775
8xxr	A	72.63	79.04	0.35262	0.32311	0.7679438625274378	0.7631954090265771
8xxx	A	76.6		0.15649		0.7660531905282528	
9bi6	A	78.24		0.75249		0.7237119758380546	
9bip	A	83.41		0.78783		0.7909826480442764	
9blx	G	70.94	80.99	0.23087	0.23727	0.738214331964332	0.740174455174455
9bns	C	60.44	74.02	0.3292	0.39938	0.6876359816653934	0.8206299084902026
9bp1	I	80.25		0.32576		0.7412221892690642	
9hk1	A	76.7		0.74521		0.6249295420784329	
9itb	A	80.88		0.78628		0.7579398120109896	
9ite	A	81.81		0.76805		0.7505733461768378	
9j7y	G	50.15	73.26	0.61448	0.71769	0.5624405363829308	0.6704743956245994
8zhq	E	23.26	32.39	0.23698	0.24338	0.21816201776280555	0.2603052822563404
8xml	A	77.26		0.27991		0.8065147234660011	
8zr4	D	62.0	62.0	0.85341	0.85341	0.6407817435857415	0.6407817435857415
9h76	A	85.3		0.98087		0.9292753337102081	
9iy8	B	88.82		0.90368		0.9182356619433079	
9izh	A	79.34		0.34111		0.7516528146521413	
9l1s	A	87.73		0.96797		0.8795746609884298	
8t6m	E	91.19		0.97234		0.9353686472833136	
8t7r	C	90.02		0.95111		0.9472129654725039	
8qgx	A	93.52		0.98822		0.9633365538722153	
8shw	Q	71.04	73.74	0.49277	0.45972	0.5833333333333333	0.5714285714285714
8si1	E	70.46	75.57	0.77931	0.78122	0.7125804177591537	0.7255111699050074
8sj4	A	76.45		0.86681		0.7670542436692922	
8sj6	Q	77.8		0.80555		0.830896654388915	
8sja	G	80.48		0.88691		0.822775578778613	
8ume	C	42.89		0.42026		0.4399915915909567	
8ybl	A	31.45	53.85	0.41987	0.29231	0.3756010629470806	0.27925714035155036
8ybm	A	33.03	45.49	0.27796	0.50107	0.280016077324093	0.41784479367373434
8ybn	A	31.0	47.14	0.2628	0.42841	0.29733738149351746	0.3970713433078458
8ybo	A	33.43	52.94	0.26222	0.45434	0.28842193166422525	0.4173857061334442
8ybp	A	41.55	46.45	0.43284	0.47038	0.4275509211003763	0.41331656709586767
8zpp	A	27.4	34.94	0.25366	0.30918	0.26750775607779537	0.26063739444234096
9c7d	B	65.85	69.29	0.32781	0.31195	0.7261904761904762	0.5833333333333333
9c7f	J	65.85	75.31	0.38535	0.36384	0.7857142857142858	0.5357142857142856
9cbn	C	28.04	40.47	0.34499	0.29472	0.26341039240813907	0.20404717031891048
9cn2	A	42.14	50.36	0.29016	0.25931	0.2660757513018612	0.24573633117761945
9d3d	C	25.31		0.22001		0.21308009702694872	
8s6z	C	77.79		0.88883		0.8208370231507799	
8v9d	A	92.25		0.98763		0.9582686533804987	
9b2m	C	51.41	51.94	0.56922	0.57003	0.47771553715319803	0.4953794250020259
8jag	A						
8jam	B	26.64	33.59	0.27802	0.31356	0.241969505855435	0.3088774234610948
8jap	A	25.65	32.32	0.22316	0.2947	0.24326287846003697	0.26391738576136015
8jef	C	81.67		0.31799		0.7778527752606171	
8jkf	A						
8jqm	A	28.44	32.3	0.28004	0.22532	0.2670649706252192	0.2749728881572093
8jqn	A						
8rby	A	26.79	34.3	0.28138	0.31283	0.2697739842964327	0.3131815618503866
8v5q	G	76.1		0.78779		0.6355716266436807	
8v5v	E	39.38		0.35654		0.3878960775365749	
8v8f	E	70.04	73.64	0.26285	0.27123	0.5222222222222223	0.5277777777777779
8v91	B	92.25		0.98885		0.9605795944006205	
8v93	D	70.47	70.47	0.79244	0.79244	0.6676790416698459	0.6676790416698459
8vc7	C	90.13		0.9681		0.9421141215512232	
8vti	A	87.22		0.90415		0.8070068456031061	
8xef	A	27.41	30.03	0.26933	0.2555	0.2787036040230367	0.27685506729820075
8xrq	A	27.54	44.79	0.30122	0.25497	0.2835669044094509	0.2743522201060143
8y4w	A	94.53		0.91964		0.8664557446525688	
8y4x	A	94.53		0.91643		0.8673666898894916	
8y57	B	90.44		0.54611		0.9188248608902319	
8yvj	B	93.09		0.98185		0.9652126757737302	
8yvo	C	89.43		0.9287		0.9305358738211901	
8zpu	C	68.11	68.11	0.31163	0.31163	0.7666666666666666	0.7666666666666666
8zxw	C	63.54	76.56	0.28104	0.27459	0.6190476190476192	0.5714285714285714
9ast	A	77.72		0.79112		0.7771203516593038	
9b3k	Z	95.22		0.93808		0.88520540633503	
9b8j	A	33.1	38.64	0.28552	0.25763	0.3111505067823401	0.3216872067688375
9bsu	A	27.52	30.91	0.26378	0.23715	0.26665579204350215	0.2627968625933545
9bsv	A	29.53	39.02	0.2265	0.23772	0.2581736737824258	0.24061051382926482
9ekf	B	43.74		0.36514		0.43871266794028146	
9ert	A	83.41		0.89023		0.8016549976252515	
9erw	B	82.92		0.93016		0.8478189192395862	
9etj	A	84.86		0.9197		0.8526418611110747	
9etl	A	82.42		0.92804		0.865127768213435	
9jqt	A	84.21		0.54973		0.7745952521256393	
8jkh	a	30.48	30.48	0.26178	0.26178	0.2862902355270946	0.2862902355270946
8jqs	a	28.44	30.59	0.28241	0.24979	0.2632684819789553	0.2812838010441825
8tn5	L	91.85		0.52202		0.9510867182172486	
8tn7	A						
8tyw	B	88.74		0.22724		0.8980469979855545	
8xfp	A	83.98		0.59887		0.82930975217505	
8xfs	A	84.08		0.60073		0.8318470012160083	
8xft	A	83.96		0.59279		0.8440581334671214	
8y31	E	89.9		0.92811		0.9094243406757146	
8y69	A	83.11		0.58324		0.7875999657402828	
9b2w	A	63.54		0.88088		0.6752791274282912	
9b82	A	26.25	34.96	0.25927	0.31041	0.24820820581519204	0.2750683856291938
9dh2	R	90.49		0.9231		0.9274419195264946	
9dwe	C	44.49		0.3987		0.43803120728996325	
9dzq	A	54.97	57.34	0.72521	0.72599	0.5256115545240969	0.5284403213275498
9eg6	A	93.12		0.89326		0.9631281212951383	
9bu6	C	53.08	53.08	0.55471	0.55471	0.5107840729118622	0.5107840729118622
9bu8	A	53.09	53.09	0.5394	0.5394	0.4988252008138165	0.4988252008138165
8rj7	A	26.28	35.61	0.25952	0.30431	0.24772864506893547	0.3131458914661102
8rql	A	80.97		0.28234		0.7793211871568402	
8uzc	A	57.13	57.13	0.7507	0.7507	0.5496761808195154	0.5496761808195154
8zd5	G	95.29		0.9929		0.9825678442637238	
8zd6	A	92.28		0.95896		0.9358710641790576	
9f6o	A	83.89		0.96124		0.8597086721761182	
9ivg	A	79.8		0.08301		0.7966245415071153	
8zre	C	44.81	56.38	0.51674	0.45118	0.5615432211050198	0.5444882729436487
8zrh	B	46.87	57.85	0.54936	0.45881	0.5750351258010338	0.5381677821504682
9bt8	V	69.01	73.39	0.43372	0.47318	0.5833333333333333	0.5885416666666666
9cx3	B	77.13		0.10754		0.7648337453516143	
8jei	C	81.26		0.81005		0.789584206132839	
8p12	B	88.52		0.26108		0.847934235479022	
8rw9	E	92.08		0.72586		0.8969871241927166	
8rwf	B	79.98		0.65029		0.8957322834314432	
8x3l	A	76.69		0.76307		0.7749714902463355	
9b9y	R	89.39		0.76333		0.8712044092512823	
9bif	B	74.55		0.75305		0.7401026809608661	
9c44	A						
9c45	A	28.03	38.53	0.32221	0.29443	0.2418530626870629	0.23053941655781743
9co6	B						
9co7	B	26.97	34.23	0.29961	0.33734	0.2645815115707411	0.3317909468356283
9co8	B						
9co9	B	27.1	32.3	0.28463	0.24557	0.27426899034184077	0.2530634514730638
9e6k	C	85.72		0.82661		0.7513929067700084	
9ivk	A	83.73		0.95975		0.9119054870630308	
8qz6	A	88.39		0.87827		0.888007191241197	
8qz7	A	88.25		0.84757		0.8847735007520712	
8uwz	F	90.9		0.91337		0.9463064850944094	
8wwh	A	77.96		0.83315		0.8179523169320958	
8wwi	A	77.96		0.83425		0.8143720713100651	
8wwj	A	77.96		0.82702		0.816519776020143	
8wwk	A	77.96		0.83709		0.8254468692203084	
8wwl	A	77.96		0.8345		0.8162033432293259	
8wwm	A	77.96		0.82345		0.8167538501786404	
8wwn	A	77.96		0.83198		0.82299163719665	
8wyj	B						
8wz3	A	56.88		0.58634		0.5454442358744963	
8wz5	A	54.33		0.71957		0.6167768906161225	
8wze	C	49.13	51.0	0.22913	0.45035	0.3147164723867959	0.4221028417061661
8xcd	A	84.26		0.78931		0.7694408849637046	
8xyd	B	88.56		0.23383		0.9083791103932761	
8zrr	A	47.37	54.98	0.46321	0.43771	0.5328076485136779	0.5343953192738512
9axl	B	82.36		0.30281		0.8876439209652961	
9b2c	A	36.74	58.85	0.34284	0.31908	0.29511152326382006	0.26085658415323815
9bdf	H	42.68		0.43474		0.4280804979353697	
9bdg	B	53.44	53.44	0.52814	0.52814	0.48897589538701636	0.48897589538701636
9cx9	V	69.05	69.05	0.35359	0.35359	0.24166666666666664	0.24166666666666664
9dez	B						
9df0	A	33.59	39.09	0.35027	0.33095	0.288727495595669	0.24356117464158475
9dx6	A	39.24	42.73	0.28594	0.26809	0.3800329480595618	0.334371553897037
9eot	A	88.39		0.88119		0.8870759420499545	
8ulk	A	49.04	77.42	0.39392	0.3837	0.5070221492320724	0.4585429046692144
8k4s	A	78.32		0.29809		0.7642595446461565	
8pxo	B	82.47		0.95323		0.8667867419647635	
8py4	B	82.47		0.95465		0.8726660497401845	
8q7b	B	82.47		0.95456		0.8762964450849969	
8qcm	B	82.53		0.93533		0.8577317123132975	
8r40	G	34.92	50.25	0.35809	0.33246	0.30350348483092787	0.31383794720607466
8s79	B	88.05		0.9503		0.8907753584373864	
8ulj	A	55.11	61.26	0.44176	0.36173	0.5278482398949629	0.5889516469874403
8vgn	I	69.08	70.14	0.79983	0.7966	0.7107114319242529	0.7287999439047704
8vgo	I	69.08	69.34	0.79647	0.78215	0.7084204816350472	0.6991199121907355
8wz4	C	40.92	65.42	0.26663	0.21325	0.30306969192810995	0.2886170268114676
8yh0	A	75.36		0.30309		0.7572122995484053	
8yh2	B	88.56		0.9038		0.8937428587173195	
8yh3	B	88.56		0.90714		0.9128711217413651	
8yh5	B	88.56		0.90468		0.8959639252489492	
8yh6	B	88.56		0.90739		0.9116847668007847	
8ywq	A	86.16		0.50578		0.8663896953172346	
8ywr	A	73.48	73.48	0.66567	0.66567	0.7607360258140131	0.7607360258140131
9ctu	A	50.44	57.55	0.36045	0.34539	0.4168940158159473	0.4053044722723154
9ctw	A	50.87	57.07	0.41352	0.38718	0.45199383764364537	0.4192014328928573
9fvb	A						
9fvc	A	93.34		0.87799		0.9590045353756006	
9fve	A	92.62		0.97988		0.932951307009267	
8vgl	B	80.96		0.80206		0.9261566414636222	
8vgm	C	80.96		0.80426		0.9237149180252967	
7lz6	A	86.45		0.94077		0.8251315935683112	
8rrn	A	26.58	31.71	0.24114	0.33459	0.2498551112589126	0.2725766416404886
8us0	M	55.66	55.65	0.60411	0.58067	0.5331043713084788	0.5260211109051064
8us8	R	74.62		0.1948		0.8327614379084968	
8uxv	X	78.59		0.82368		0.7563489345025434	
8uxy	Y	88.82		0.11329		0.8676316720461975	
8uy0	X	78.62		0.30312		0.7418334244791528	
8uyq	X	78.62		0.30868		0.7553628322948569	
8vgh	A	88.08		0.9721		0.8966492973403039	
8vgi	C	88.08		0.97227		0.9061952529183976	
8vgj	C	88.08		0.97215		0.9037789125463366	
8vgk	C	88.08		0.9707		0.8976667216951614	
