id	length	pLDDT_A	model
A0A3G5BHZ7	69	62.813	BASE
A0A386ND18	64	67.498	BASE
A0A8S5L452	2579	86.84	BASE
M4QPA7	161	73.531	BASE
A0A6J5NC74	744	78.236	BASE
A0A6J7WBQ2	470	73.069	BASE
F2Y0P6	120	66.091	BASE
H9YQU1	137	68.873	BASE
A0A346M209	42	49.19	BASE
A0A481YPP6	377	59.559	BASE
A0A6J7WWG1	82	56.53	BASE
A0A346G3S2	215	73.13	BASE
A0A8S5NFB9	67	83.844	BASE
A0A3G4ZM65	48	81.379	BASE
A0A6J7XEG4	396	59.847	BASE
A0A8S5PNL8	107	84.462	BASE
A0A516L801	3958	84.016	BASE
G3FDT6	513	67.667	BASE
I7GYA6	2178	88.343	BASE
A0A6J5N8I2	2213	85.306	BASE
A0A3G5AE53	93	72.41	BASE
A0A8S5U2P6	6036	76.947	BASE
A0A7S5UWG6	3528	85.45	BASE
A0A2L2DKH8	3740	73.855	BASE
A0A1L3KMM5	41	41.965	BASE
J7FQV6	112	51.852	BASE
A0A8S5Q1D2	5104	82.772	BASE
A0A8G0QFP2	37	42.115	BASE
A0A2S1PEF0	129	47.411	BASE
A0A481ZBY0	33	63.693	BASE
A0A193PQE8	86	76.555	BASE
A7XXL8	186	64.612	BASE
A0A8S5MX55	206	87.401	BASE
A0A8S5VGZ6	52	53.067	BASE
A0A3G4ZRE7	57	62.043	BASE
A0A516L0Q6	97	48.378	BASE
A0A2R4PL63	52	64.906	BASE
A0A067XQD5	1362	73.762	BASE
A0A5E5PCU6	2006	54.116	BASE
A0A7D5JJJ5	711	47.617	BASE
O10479	887	64.596	BASE
A0A481YS31	5845	72.399	BASE
A0A1V0SLQ4	284	73.407	BASE
A0A2U9QUN8	616	84.101	BASE
A0A6J5RGP5	288	82.72	BASE
A0A516L3Z3	100	62.511	BASE
A0A514DCE1	71	72.651	BASE
A0A068EEZ8	723	82.297	BASE
E9RH39	86	73.861	BASE
A0A7D3QWU6	550	70.611	BASE
A0A481Z2N8	134	75.345	BASE
A0A482MEK9	1064	83.978	BASE
A0A6M6DFW2	123	73.217	BASE
A0A6J5LNF8	35	68.31	BASE
Q30LA2	1245	84.749	BASE
A0A2Z4Q1E1	2781	82.542	BASE
A0A6J5NSM4	167	77.995	BASE
A0A2S1GLP4	491	79.719	BASE
A0A811A9Q9	683	61.724	BASE
A0A6N1NJY2	544	63.308	BASE
A0A8S5N9F5	190	79.653	BASE
A0A3G5AGT7	376	68.795	BASE
A0A2Z2PAT2	748	86.343	BASE
A0A6G9KCF8	678	78.961	BASE
A0A3G5AED7	49	48.125	BASE
Q5ZNZ5	46	39.703	BASE
A0A0A0UFD4	656	73.039	BASE
A0A6M3YNS1	415	69.59	BASE
A0A481YZS4	1536	61.998	BASE
A0A385A0T1	2303	86.303	BASE
A0A6J5LKH3	1152	75.984	BASE
A0A514D0D3	36	78.867	BASE
C9EH56	685	77.222	BASE
A0A481Z126	179	73.769	BASE
A0A481ZD08	60	46.977	BASE
Q77IY9	37	67.822	BASE
A0A0P1A460	50	53.076	BASE
A0A2H4IZ08	530	83.618	BASE
A0A2U7NMZ3	1251	48.198	BASE
A0A889INJ0	180	73.136	BASE
A0A221LFF3	934	61.413	BASE
G8DDB2	1885	68.702	BASE
V5KX66	47	52.322	BASE
A0A6J5N9K5	2369	85.615	BASE
A0A650EGU1	45	36.89	BASE
A0A345MMU2	996	66.396	BASE
A0A5K0UBG4	90	74.014	BASE
A0A8S5NA56	320	82.822	BASE
A0A7D5BHH3	682	69.409	BASE
A0A1J0CZ84	838	55.142	BASE
A0A6V7BFL1	781	83.509	BASE
A0A3G5A126	57	75.032	BASE
V5LQF2	246	82.499	BASE
A0A3G4ZQA5	1698	79.168	BASE
A0A8A6C7H3	590	51.886	BASE
A0A7T0M3I7	117	86.215	BASE
A0A481YYP4	1824	65.156	BASE
A0A6J5PDB1	9377	73.685	BASE
K0ICW8	178	72.341	BASE
P31817	64	70.575	BASE
A0A6J5M8P5	296	81.069	BASE
A0A4Y5QKE4	1024	82.896	BASE
A0A2Z4Z479	158	71.715	BASE
A0A7G9V0N7	864	70.05	BASE
A0A8S5QLG6	1422	90.476	BASE
A0A8B0RK40	53	84.456	BASE
A0A6G9IVU4	330	86.555	BASE
A0A4D6EJW6	8710	72.69	BASE
A0A516LBF0	11174	43.407	BASE
A0A0D3Q2K9	175	73.948	BASE
F2NYW5	100	77.727	BASE
A0A7T3U6M5	916	87.371	BASE
A0A4D6A8R0	1215	50.989	BASE
S0A2A0	480	90.643	BASE
A0A7T8ETB1	774	85.469	BASE
Q99D14	166	65.233	BASE
A0A1V1FFU3	379	39.361	BASE
A0A2Z3EFQ2	302	43.85	BASE
Q8QS11	95	71.157	BASE
A0A8S5UF64	429	86.578	BASE
A0A8S5UUL2	40	28.767	BASE
A0A3G2LQJ8	12	27.764	BASE
A0A7U0J665	266	78.456	BASE
A0A0K1Y884	10	37.762	BASE
G3EI22	118	79.997	BASE
A0A2K9VD01	114	67.454	BASE
A0A481YS56	3441	49.931	BASE
A0A1B1ISX1	949	88.928	BASE
A0A6H1Z6S5	1399	84.229	BASE
A0A8S5UD88	3175	58.944	BASE
A0A6B9J1D0	7813	65.688	BASE
G0T549	295	83.045	BASE
A0A8K1P6M7	72	66.694	BASE
A0A7M1RRR1	84	67.418	BASE
A0A6J5QD72	4476	45.243	BASE
A0A8S5RKF1	4319	81.092	BASE
A0A2R4SU16	153	75.4	BASE
G9BWH4	1663	68.368	BASE
A0A7T5QXT1	548	77.364	BASE
A0A1V1FY39	73	59.83	BASE
A0A6J7VND7	42	73.168	BASE
L7Y9U6	172	76.057	BASE
A0A0S1WEQ7	8206	82.357	BASE
A0A3G5AJ65	7292	70.18	BASE
A0A6B9LC90	2574	79.589	BASE
A0A7M1RUY6	633	80.724	BASE
I6UDS9	100	76.954	BASE
A0A514TVA8	44	79.252	BASE
A0A8S5NJD4	142	63.182	BASE
A0A0G2Y2X0	1527	77.249	BASE
A0A1V0S9I4	179	75.573	BASE
A0A4D6E288	3735	65.304	BASE
A0A8S5U0Z0	1061	89.276	BASE
A0A6J5PCL1	1309	91.202	BASE
A0A7H1D334	73	47.091	BASE
A0A7L9AXF5	288	88.259	BASE
A8QWX3	1409	72.448	BASE
A0A6B9X363	242	71.445	BASE
A0A172JI16	984	86.114	BASE
A0A1U9HJZ8	2762	84.133	BASE
A0A146JFG5	2550	84.922	BASE
F8V6W0	77	88.748	BASE
A0A516M5Z5	2376	82.224	BASE
A0A2I6J1H9	95	80.365	BASE
A0A6N1NVU4	948	85.21	BASE
A0A2H4UUT1	9409	91.767	BASE
A0A8F8PJW4	79	74.756	BASE
A0A4D6EJV4	138	57.24	BASE
A0A076FGW7	35	82.198	BASE
A0A3G4ZQ49	202	65.904	BASE
A0A2P0VML8	4070	90.185	BASE
A0A291L9X3	102	57.886	BASE
A0A7D4XEH4	472	64.96	BASE
A0A481Z398	72	79.385	BASE
A0A2P1GMS9	5	33.619	BASE
A0A1W6JCE3	231	78.252	BASE
A0A6J7WB59	2283	77.233	BASE
A0A481YUH0	98	62.385	BASE
A0A146FDI8	40	50.713	BASE
A0A345MNV8	1035	71.673	BASE
A0A6J5MUN2	38	46.654	BASE
A0A8S5S939	170	85.804	BASE
A0A8F8KME2	197	66.882	BASE
A0A1S5Y352	209	41.093	BASE
A0A385E365	34	70.553	BASE
A0A516MB60	481	81.638	BASE
A0A249XXD7	6030	91.56	BASE
A0A8S5RUM5	115	94.438	BASE
A0A7D4XHB4	345	71.693	BASE
A0A1S5V1G5	812	85.575	BASE
R4TG61	76	82.566	BASE
A0A7G5M3X8	2815	67.468	BASE
A0A516LH24	1453	77.111	BASE
Q7Y4X5	213	84.841	BASE
A0A1V0SEX9	45	28.143	BASE
B3GQT3	213	74.404	BASE
K7ZBX4	101	61.613	BASE
A0A1D9CFI1	349	35.208	BASE
A0A1X7QGV0	7629	85.144	BASE
A0A8S5TWU2	22904	71.687	BASE
A0A7D4XEK0	474	69.322	BASE
A0A516LXT9	507	89.431	BASE
A0A3G5ABK7	98	78.24	BASE
A0A513ZY50	87	46.235	BASE
S4VZE2	52	69.592	BASE
A0A2R2Y3F0	56	68.43	BASE
A0A3G5A4E8	233	43.303	BASE
A0A481YXX2	6241	80.843	BASE
A0A8S5L1E8	107	48.853	BASE
A0A516MFK3	4106	92.018	BASE
A0A8S5NL06	50	78.041	BASE
A0A1V0SFH3	5487	85.451	BASE
A0A6J5P456	81	59.817	BASE
Q8AZJ4	42	41.862	BASE
A0A8K1JY41	65	70.993	BASE
A0A5J6VJM9	380	48.225	BASE
A0A2I7QJR9	9013	69.085	BASE
A0A8S5QQT2	913	87.094	BASE
A0A2H4UTP0	113	60.701	BASE
A0A220F1Y8	629	79.405	BASE
A0A6N1NP02	107	41.823	BASE
A0A7M1RZJ0	377	82.966	BASE
A0A7G3KFI1	42	71.355	BASE
A0A2H4KIR0	764	63.653	BASE
A0A2I7RKP4	90	88.373	BASE
A0A8S5S9S4	95	79.719	BASE
A0A6G5XX23	44	48.767	BASE
U3GPI4	95	64.328	BASE
D2XJP3	880	86.302	BASE
D6PI81	1033	63.257	BASE
A0A8S5N936	1445	93.579	BASE
A0A0B4UH90	651	75.12	BASE
A0A401IPF7	44	71.691	BASE
A0A481Z5M0	3946	81.871	BASE
A0A2U8JQ87	44	51.524	BASE
E1A1H2	3506	85.428	BASE
A0A172WZE2	1980	73.423	BASE
A0A481Z417	271	85.756	BASE
A0A7D4VR54	163	38.57	BASE
H6TAC7	49	61.621	BASE
A0A109QST7	3	33.908	BASE
A0A1L3KKJ4	39	31.057	BASE
A0A2U7UG34	2570	58.958	BASE
A0A0Y0ABY4	73	54.848	BASE
A0A218MKT7	93	73.606	BASE
A0A1D8KSC3	812	82.395	BASE
A0A6J5NU73	70	66.013	BASE
A0A1V0SB50	280	65.903	BASE
A0A385A0Z2	147	80.143	BASE
A0A7T8E841	850	92.183	BASE
A0A8S5LHR4	3200	67.448	BASE
UPI00232919F5	592	85.147	BASE
M1I575	3477	78.235	BASE
M1HUL7	4648	77.568	BASE
A0A5A4N7M6	17	33.393	BASE
A0A7D4X2I1	41	55.079	BASE
A0A2D1A3U0	12244	86.276	BASE
A0A1X9VNQ2	3188	72.161	BASE
A0A8S5SGL0	514	42.599	BASE
J7H0C7	264	79.766	BASE
A0A0Y0KFN3	6491	78.413	BASE
A0A7U3WAA2	3378	75.004	BASE
F2Y221	1501	70.142	BASE
A0A6J5RJC7	8	29.258	BASE
A0A3G4ZYV1	411	85.111	BASE
D6PG59	110	53.168	BASE
A0A6J5NPU2	204	73.996	BASE
A0A3G5AH09	178	44.95	BASE
A0A8K1TQD8	65	58.431	BASE
A0A650ETR5	280	76.803	BASE
A0A8E7L5L5	57	37.37	BASE
A0A0N9SI81	395	72.917	BASE
A0A6M3Z5S6	57	76.577	BASE
B5LWL9	548	56.816	BASE
A0A481Z3W1	729	86.131	BASE
A0A2L2DL04	238	89.731	BASE
A0A889IQ65	149	67.217	BASE
A0A6J5KSX9	3066	79.543	BASE
A0A8S5L4C9	286	57.871	BASE
A0A291ATU2	806	78.73	BASE
A0A0F7KZT1	54	46.291	BASE
A0A0S2KP09	82	57.619	BASE
A0A8E5NQ80	170	63.103	BASE
A0A0M3WLV6	33	27.993	BASE
A0A1L3KET7	546	87.992	BASE
A0A7M1IDK9	112	82.657	BASE
P88969	82	75.792	BASE
E3T4K9	35	49.735	BASE
Q197F3	169	74.737	BASE
A0A5B8R568	1308	91.547	BASE
P0CAH4	123	82.022	BASE
A0A4D6FC13	374	45.954	BASE
A0A3S6QA83	977	83.035	BASE
A0A6J5LIT0	1368	87.653	BASE
A0A1L7N166	47	48.096	BASE
A0A1C9C531	1602	85.377	BASE
A0A6J5L571	54	88.613	BASE
A0A1I9S613	274	93.135	BASE
A0A7D4VZE5	66	56.233	BASE
N0BKL3	112	74.867	BASE
A0A2P1JQE5	504	86.364	BASE
A0A8S5L3S7	254	52.589	BASE
G4KK67	34	60.167	BASE
A0A0B5JCA0	5378	68.731	BASE
A0A811AA42	3	35.94	BASE
A0A8S5KZV5	203	74.298	BASE
A0A6G5X094	70	62.302	BASE
A0A6B9I7G6	233	85.583	BASE
A0A8S5P6H1	3846	88.938	BASE
A0A8S5V2I5	328	84.957	BASE
E3SIQ2	5462	79.507	BASE
A0A6J5P6T3	41	50.626	BASE
A0A7S6R6N7	128	69.426	BASE
A0A8S5QIP0	3266	84.819	BASE
A0A3G5A6Z2	4087	66.857	BASE
A0A2I2L483	75	60.912	BASE
A0A3Q8Q9Y1	132	66.264	BASE
A0A8S5L4J6	61	72.178	BASE
A0A6J5LWJ0	1608	86.928	BASE
A0A514D5V9	1084	88.385	BASE
A0A3G5AJ39	169	51.455	BASE
A0A7H0XA14	46	66.646	BASE
A0A481Z1K7	74	54.455	BASE
A0A481YTJ1	546	74.269	BASE
A0A516M010	33	37.51	BASE
A0A3G5AHV3	972	66.896	BASE
A0A4P8NBL2	182	84.03	BASE
A0A4Y5TPU0	74	35.473	BASE
A0A5B8XAX9	1025	80.3	BASE
A0A6J5M2G4	159	52.388	BASE
A0A1B3AZY2	33	59.783	BASE
A0A5B8NZU8	82	48.901	BASE
B5LKL1	1870	73.477	BASE
A0A7D3UNW0	1430	49.619	BASE
A0A1S5YD38	38	36.53	BASE
M1IFK5	4049	78.454	BASE
B4XS13	51	79.16	BASE
A0A1V0SGV1	76	48.369	BASE
A0A7S8J0Y2	369	50.428	BASE
A0A3G4ZTN2	102	75.1	BASE
A0A7G5M3N2	1898	72.178	BASE
A0A4Y5TMQ3	1177	82.172	BASE
H6U731	224	81.636	BASE
A0A141HRQ9	891	85.242	BASE
A0A411D3A5	123	86.255	BASE
B3VCD0	129	65.728	BASE
A0A7G5M312	407	75.988	BASE
E3T5S8	1538	83.316	BASE
A0A8S5QQ05	128	73.113	BASE
A0A8S0HVX8	785	91.4	BASE
A0A1B4ZDB5	115	68.262	BASE
A0A514DI87	185	75.338	BASE
A0A221SAR1	714	58.439	BASE
A0A067ZVX6	102	38.813	BASE
A0A8K1ZQN5	1424	76.003	BASE
A0A5J6VIQ9	8	29.428	BASE
A0A6J5NHX5	7947	71.956	BASE
A0A0U2U3X0	146	35.618	BASE
A0A516MNH6	4097	86.469	BASE
H2EC27	4724	93.085	BASE
A0A346BPE5	469	80.447	BASE
A0A514D4Q2	1865	80.738	BASE
T1UH19	210	67.437	BASE
A0A0A1IVI3	409	86.529	BASE
A0A646QWJ8	117	42.635	BASE
A0A3S7URG6	2586	80.221	BASE
A0A6J5L7Q4	1629	47.318	BASE
A0A0C5AFW1	1898	86.527	BASE
A0A3G4ZYS7	38	79.549	BASE
A0A0B5KTA5	77	62.635	BASE
A0A8G0VKG1	388	46.968	BASE
Q5UPG5	1092	93.921	BASE
A0A890UPW8	56	53.87	BASE
A0A6J5R8G6	2109	83.182	BASE
E9M5P2	102	69.812	BASE
A0A0C5DQU0	102	65.307	BASE
S4TQJ7	928	90.238	BASE
S0A401	169	56.673	BASE
A0A0S3CQL1	317	48.964	BASE
A0A1X9T5I1	623	56.16	BASE
A0A8A4XBL6	41	28.369	BASE
A0A8D9CF65	18363	77.677	BASE
A0A385IRG8	359	85.025	BASE
A0A513QAU7	118	53.775	BASE
A0A3G4ZWH5	1121	79.402	BASE
A0A2C9PIE9	194	73.533	BASE
A0A223DNI5	118	47.24	BASE
A0A5K0UAL6	7318	48.211	BASE
A0A1D8KU98	894	88.045	BASE
A0A0B5J1R8	1549	88.326	BASE
A0A345BQ64	292	80.021	BASE
T1UFR2	189	67.738	BASE
A0A1V0SB88	957	92.506	BASE
A0A1L3KGF6	87	44.571	BASE
A0A1V0SFL9	30	33.684	BASE
A0A6M3YNS4	53	42.499	BASE
A7LNF1	5876	89.532	BASE
A0A6J5NDB9	33	68.083	BASE
A0A8D9PE85	3344	85.504	BASE
A0A3G5A7J3	637	80.741	BASE
A0A8S5L094	68	50.057	BASE
G3MV36	3562	82.089	BASE
H9YS23	106	37.181	BASE
A0A8S5NYW4	3758	73.664	BASE
A0A6G6XPF6	398	88.925	BASE
A0A8S5Q0U4	463	78.185	BASE
A0A410N6W3	36	75.205	BASE
A0A1B1ITQ6	1088	83.52	BASE
A0A5P8D8S3	282	69.425	BASE
A0A3G4ZTX6	2593	83.017	BASE
A0A146GDV1	1423	85.173	BASE
A0A2U7UEB1	2159	86.991	BASE
G9JX61	6546	91.432	BASE
A0A2I7QX95	313	46.88	BASE
A0A5P8PIP5	14525	82.15	BASE
A0A6G5XZI3	61	69.633	BASE
A0A8T9TIX9	2	29.311	BASE
A0A8S5PX41	1070	87.829	BASE
A7K7Z4	2577	34.484	BASE
A0A7L9AY48	5649	64.328	BASE
V5LR73	3430	89.901	BASE
K7SDB2	719	85.924	BASE
H7BVQ7	58	25.766	BASE
C5HGJ2	231	51.259	BASE
A0A886NH34	1309	85.71	BASE
A0A386K5Y9	17745	87.233	BASE
A0A516ML04	1116	65.638	BASE
A0A1C9C564	295	61.19	BASE
A0A1V0EEI2	1172	53.994	BASE
A0A3G5AGD5	52	69.434	BASE
A0A3G1HER6	45	83.924	BASE
V5L3S7	43	44.502	BASE
A0A8S5LAQ3	5593	70.551	BASE
A0A3S9UAP8	313	66.753	BASE
A0A2H4ZK91	8113	49.607	BASE
A0A481YTU9	76	84.461	BASE
A0A8S5R7U5	220	87.972	BASE
A0A8S5LPC8	2227	86.844	BASE
A0A2P1GMM5	47	42.59	BASE
A0A345MXL4	244	63.112	BASE
A0A2I2L4G7	88	42.927	BASE
A0A8S5PWD9	13702	85.791	BASE
S0A1E5	176	70.753	BASE
A0A8S5KZI6	36	61.007	BASE
A0A1L3KIK2	70	46.397	BASE
C3TWV1	1048	65.863	BASE
A0A8S5PJ43	766	90.987	BASE
A0A076KZS0	343	71.151	BASE
A0A4P8NBR8	158	58.93	BASE
A0A8S5UZZ5	2766	74.383	BASE
A0A345BQQ0	62	41.686	BASE
Q4A390	52	36.064	BASE
U5TEU9	1721	86.471	BASE
A0A6J5NE94	31	65.502	BASE
I3WC33	74	61.058	BASE
Q69492	16	45.174	BASE
A0A167R630	334	75.611	BASE
A0A0B5J347	77	43.77	BASE
A0A1V0SHG6	654	86.111	BASE
A0A6F8QHA1_1	34	45.666	BASE
A0A6F8QHA1_2	75	39.593	BASE
A0A6F8QHA1_3	676	46.164	BASE
A0A6F8QHA1_4	968	34.636	BASE
A0A0N7JQI4_1	156	31.182	BASE
A0A0N7JQI4_3	144	29.888	BASE
A0A0N7JQI4_4	72	34.067	BASE
A0A8K1XB90_1	129	42.957	BASE
A0A8K1XB90_3	733	33.79	BASE
A0A8K1XB90_4	820	40.605	BASE
A0A8K1XB90_5	42	37.462	BASE
G4YC55_1	2241	59.965	BASE
G4YC55_2	2900	66.765	BASE
G4YC55_3	951	62.193	BASE
G4YC55_4	726	74.117	BASE
A0A1B1X402_1	47	48.289	BASE
A0A1B1X402_2	138	49.007	BASE
A0A1B1X402_3	260	74.469	BASE
A0A1B1X402_4	1173	74.343	BASE
A0A1L3KK60_2	455	43.682	BASE
A0A1L3KK60_3	3	28.216	BASE
A0A1L3KK60_4	196	57.352	BASE
A0A1I9SH80_1	34	41.571	BASE
A0A1I9SH80_2	345	63.125	BASE
A0A1I9SH80_3	256	55.592	BASE
A0A0B4Q6C8_1	93	43.616	BASE
A0A0B4Q6C8_2	164	79.926	BASE
A0A0B4Q6C8_3	46	51.007	BASE
A0A8G0YL21_2	137	32.969	BASE
A0A8G0YL21_3	581	44.674	BASE
A0A0N9E2F2_1	87	51.287	BASE
A0A0N9E2F2_2	145	57.271	BASE
A0A0N9E2F2_3	447	78.125	BASE
A0A2I7RBA8_1	1256	56.957	BASE
A0A2I7RBA8_2	70	74.737	BASE
A0A2I7RBA8_3	364	73.654	BASE
A0A6J5PFI7_1	498	59.564	BASE
A0A6J5PFI7_2	859	64.669	BASE
A0A6J5PFI7_3	1099	79.883	BASE
A0A2P1GNN5_3	2708	44.395	BASE
A0A1L3KHQ8_1	44	30.919	BASE
A0A1L3KHQ8_2	197	70.605	BASE
A0A1L3KHQ8_3	346	60.237	BASE
A0A4Y5PW32_1	38	31.807	BASE
A0A4Y5PW32_2	149	61.266	BASE
A0A7T8G237_2	206	59.097	BASE
A0A1L3KNL5_1	63	38.131	BASE
A0A1L3KNL5_2	1130	57.897	BASE
A0A6M9Z902_1	158	52.919	BASE
A0A6M9Z902_2	231	61.997	BASE
A0A292GJA3_1	2118	66.038	BASE
A0A292GJA3_2	4679	68.66	BASE
A0A8K1M5C2_1	516	51.508	BASE
A0A8K1M5C2_2	53	45.119	BASE
A8HNV9_1	1120	59.331	BASE
A8HNV9_2	8349	79.336	BASE
A0A8S5Q8E9_1	770	52.085	BASE
A0A8S5Q8E9_2	431	61.187	BASE
A0A6H0Y6R5_2	995	72.105	BASE
A0A516M1Y5_2	228	50.879	BASE
A0A2P1DMB8_1	718	46.983	BASE
A0A2P1DMB8_2	50	65.553	BASE
A0A516LTT0_1	2965	49.845	BASE
A0A516LTT0_2	99	43.787	BASE
A0A1L3KJT7_2	68	47.797	BASE
A0A345MWY1_1	128	32.683	BASE
A0A345MWY1_2	2474	58.383	BASE
A0A1V0E2K2_1	507	48.628	BASE
A0A1V0E2K2_2	1572	52.543	BASE
A0A8B0RPT3_1	68	37.901	BASE
A0A1S6G680_1	55	44.697	BASE
A0A3G2LQL1_1	885	46.54	BASE
A0A3G2LQL1_2	294	75.591	BASE
A0A1L3KJN1_1	147	39.001	BASE
A0A1L3KJN1_2	2089	37.228	BASE
A0A8S5NVW3_1	239	52.857	BASE
A0A8S5NVW3_2	965	81.673	BASE
A0A514D5S1_2	351	32.835	BASE
A0A1L3KMC0_1	598	29.284	BASE
A0A1L3KMC0_2	277	61.541	BASE
A0A7T5QZ85_1	148	70.373	BASE
A0A7T5QZ85_2	1637	60.073	BASE
A0A0B5KFC2_1	101	71.627	BASE
A0A1L3KNP6_1	55	36.022	BASE
A0A1L3KNP6_2	245	67.789	BASE
A0A1L3KMX3_1	90	84.365	BASE
A0A6M9BKG7_1	72	50.109	BASE
A0A6M9BKG7_2	283	62.279	BASE
UPI0023299646_1	730	57.782	BASE
UPI0023299646_2	20719	70.364	BASE
A0A7G8Z7X9_1	1083	54.001	BASE
A0A7G8Z7X9_2	512	69.799	BASE
A0A5S9MPB9_1	1267	63.604	BASE
A0A5S9MPB9_2	2528	72.123	BASE
A0A894KME2_1	36	61.567	BASE
A0A894KME2_2	3	27.288	BASE
A0A1Z2RX52_1	344	47.406	BASE
A0A1Z2RX52_2	1061	68.035	BASE
K7PBF7_2	154	43.497	BASE
A0A6G9HDD2_2	3224	58.187	BASE
A0A6J7WY27_1	88	44.942	BASE
A0A6J7WY27_2	341	55.961	BASE
A0A7S9SVI8_2	100	57.326	BASE
A0A8K1XB02_2	69	79.211	BASE
A0A6J5RRX0_1	1293	64.265	BASE
A0A6J5RRX0_2	733	74.151	BASE
A0A8K1HKG9_1	112	50.601	BASE
A0A8K1HKG9_2	833	74.729	BASE
O10378_1	430	84.312	BASE
O10378_2	77	61.223	BASE
A0A7T8AXG4_2	667	78.567	BASE
A0A516L7E1_1	6523	70.228	BASE
A0A516L7E1_2	1477	80.687	BASE
A0A810DNF7_1	132	56.397	BASE
A0A810DNF7_2	385	82.622	BASE
M1RFX5_2	26	36.3	BASE
A0A514DCP6_1	70	48.429	BASE
A0A514DCP6_2	507	80.158	BASE
A0A8K1XGI9_1	127	67.821	BASE
A0A8K1XGI9_2	159	57.763	BASE
V5LNL2_1	2225	53.464	BASE
V5LNL2_2	3574	76.361	BASE
A0A893A7G9_1	49	52.355	BASE
A0A893A7G9_2	376	84.793	BASE
A0A385L3F5_1	81	53.109	BASE
A0A385L3F5_2	1013	81.348	BASE
G8DHD1_1	2081	80.771	BASE
G8DHD1_2	2109	78.265	BASE
A0A0U3CC22_1	818	62.492	BASE
A0A0U3CC22_2	614	50.723	BASE
G4Y818_1	251	78.446	BASE
G4Y818_2	272	85.333	BASE
A0A076JYY4_1	250	78.746	BASE
A0A6N3IWA7_1	216	70.04	BASE
A0A6N3IWA7_2	486	83.371	BASE
A0A1S6L1W3_1	472	63.55	BASE
A0A1S6L1W3_2	102	50.858	BASE
Q05983_1	94	68.031	BASE
Q05983_2	1916	84.652	BASE
A0A0P0YMC8_1	1849	55.232	BASE
A0A0P0YMC8_2	1657	76.882	BASE
A0A6J5PPG5_1	6171	80.705	BASE
A0A6J5PPG5_2	5690	87.101	BASE
A0A0G3FEM8_1	291	28.007	BASE
A0A8S5UQM0_2	119	61.642	BASE
A0A481YWJ8_1	3632	86.271	BASE
A0A481YWJ8_2	1233	69.17	BASE
W0LLR3_1	2085	80.508	BASE
W0LLR3_2	614	85.751	BASE
A0A6J5ND44_1	140	40.562	BASE
A0A6J5ND44_2	153	62.903	BASE
A0A482IHG0_1	7452	86.249	BASE
A0A482IHG0_2	7058	87.408	BASE
A0A6M6ABH2_2	69	64.338	BASE
A0A6J5RQ06_2	1252	64.102	BASE
A0A8K1XVX1_2	78	86.653	BASE
A0A6J5M2A0_2	114	48.475	BASE
A0A0K0MQG2_1	135	60.844	BASE
A0A0K0MQG2_2	894	87.778	BASE
A0A4Y5TNT7_1	5894	52.021	BASE
A0A4Y5TNT7_2	233	67.958	BASE
A0A481YRD5_1	9142	85.04	BASE
A0A481YRD5_2	9364	85.04	BASE
A0A1C9EGC8_1	257	67.918	BASE
A0A1C9EGC8_2	629	58.805	BASE
A0A1S5XY57_1	805	62.586	BASE
A0A1S5XY57_2	1470	81.892	BASE
A0A221LFF1_1	158	71.601	BASE
A0A221LFF1_2	118	81.267	BASE
A0A2P0VNC7_2	1799	45.82	BASE
A0A7M1RZC1_1	712	61.188	BASE
A0A7M1RZC1_2	865	60.899	BASE
A0A346P9C1_1	50	44.44	BASE
A0A346P9C1_2	90	54.506	BASE
C7F476	1985	78.317	BASE
A0A8K1XF93	588	76.545	BASE
A0A5K0U9Y3	148	40.678	BASE
A0A120N0D3	1119	48.849	BASE
A0A8D9FS04	9663	77.623	BASE
A0A1V0SFR7	429	34.045	BASE
A0A8K1HIX0	61	38.22	BASE
A0A6F9FCM8	31	42.664	BASE
A0A6J5R3H6	800	52.548	BASE
A0A8S5QGR8	1889	75.725	BASE
A0A6J5KV64	13636	62.302	BASE
A0A1B1IUF8	7873	83.294	BASE
A0A2P1GNI5	1122	60.028	BASE
A0A8S5PCN5	1298	73.799	BASE
A0A8S5PY23	1498	82.621	BASE
Q4FEW3	1193	48.167	BASE
A0A8S5QRU3	970	59.307	BASE
A0A6B9L6W7	494	63.493	BASE
A0A2H4IB76	1314	84.2	BASE
A0A2S1GI10	754	74.789	BASE
A0A8S5M1K6	7456	62.319	BASE
I3ULP3	2383	50.339	BASE
A0A481W5B9	260	46.853	BASE
A0A8S5P6Z7	1182	67.115	BASE
A0A5J6XVG3	2149	85.153	BASE
A2T3A0	8602	66.062	BASE
A0A6J5L6I5	2338	66.534	BASE
Q6J803	3630	74.541	BASE
A0A6J5PI40	7145	61.756	BASE
M1HGZ4	2321	47.448	BASE
A0A8S5UKU5	582	32.572	BASE
A0A2P1IPC4	1567	59.881	BASE
A0A7H1JES5	101	57.571	BASE
A0A1S5V0T3	68	62.939	BASE
A0A2R2XEZ0	45	37.754	BASE
UPI001EA849AE	192	72.856	BASE
A0A5B8IQ98	161	84.485	BASE
A0A2P1GNC6	96	86.606	BASE
I7KIP0	236	67.129	BASE
A0A858HQ92	1744	71.409	BASE
A0A6J5KNW5	5992	83.609	BASE
A0A6J5QCB4	1328	41.0	BASE
A0A6G7KTT6	2295	80.562	BASE
UPI00205E421B	558	60.357	BASE
A0A8S5Q719	64	41.197	BASE
